id	pop	species	morph	date	locality	lat	long	sex	embryos	loan
FN2551	SEAK	Myodes rutilus	rutilus	5-Jul-23	"Indian Point, north of LeConte Bay"	56.756072	-132.5304	male	NA	KU_2
FN2553	SEAK	Myodes rutilus	rutilus	5-Jul-23	"Indian Point, north of LeConte Bay"	56.751522	-132.52923	female	yes	KU_2
FN2558	SEAK	Myodes rutilus	rutilus	5-Jul-23	"Indian Point, north of LeConte Bay"	56.751426	-132.53091	female	no	KU_2
FN2559	SEAK	Myodes rutilus	rutilus	5-Jul-23	"Indian Point, north of LeConte Bay"	56.75664	-132.52044	male	NA	KU_2
FN2560	SEAK	Myodes rutilus	rutilus	5-Jul-23	"Indian Point, north of LeConte Bay"	56.752694	-132.52768	male	NA	KU_2
FN2561	SEAK	Myodes rutilus	rutilus	5-Jul-23	"Indian Point, north of LeConte Bay"	56.754865	-132.52789	male	NA	KU_2
FN2562	SEAK	Myodes rutilus	rutilus	5-Jul-23	"Indian Point, north of LeConte Bay"	56.757195	-132.52071	male	NA	KU_2
FN2563	SEAK	Myodes rutilus	rutilus	5-Jul-23	"Indian Point, north of LeConte Bay"	56.751652	-132.5288	male	NA	KU_2
FN2564	SEAK	Myodes gapperi	gapperi	5-Jul-23	"Indian Point, north of LeConte Bay"	56.752752	-132.52768	female	no	KU_2
FN2564_1	SEAK	Myodes gapperi	gapperi	5-Jul-23	"Indian Point, north of LeConte Bay"	56.752752	-132.52768	female	no	KU_2
FN2564_2	SEAK	Myodes gapperi	gapperi	5-Jul-23	"Indian Point, north of LeConte Bay"	56.752752	-132.52768	female	no	KU_2
FN2565	SEAK	Myodes rutilus	rutilus	5-Jul-23	"Indian Point, north of LeConte Bay"	56.751414	-132.52954	male	NA	KU_2
FN2570	SEAK	Myodes rutilus	rutilus	6-Jul-23	"Indian Point, north of LeConte Bay"	NA	NA	female	no	KU_2
FN2575	SEAK	Myodes rutilus	rutilus	6-Jul-23	"Indian Point, north of LeConte Bay"	56.755677	-132.52618	male	NA	KU_2
FN2582	SEAK	Myodes rutilus	rutilus	6-Jul-23	"Indian Point, north of LeConte Bay"	56.754734	-132.52797	male	NA	KU_2
FN2583	SEAK	Myodes rutilus	rutilus	6-Jul-23	"Indian Point, north of LeConte Bay"	56.752195	-132.52783	male	NA	KU_2
FN2585	SEAK	Myodes rutilus	rutilus	6-Jul-23	"Indian Point, north of LeConte Bay"	NA	NA	female	no	KU_2
FN2586	SEAK	Myodes	Myodes sp.	6-Jul-23	"Indian Point, north of LeConte Bay"	NA	NA	female	no	KU_2
FN2586_1	SEAK	Myodes	Myodes sp.	6-Jul-23	"Indian Point, north of LeConte Bay"	NA	NA	female	no	KU_2
FN2586_2	SEAK	Myodes	Myodes sp.	6-Jul-23	"Indian Point, north of LeConte Bay"	NA	NA	female	no	KU_2
FN2587	SEAK	Myodes	Myodes sp.	6-Jul-23	"Indian Point, north of LeConte Bay"	56.756396	-132.52938	female	yes	KU_2
FN2587_1	SEAK	Myodes	Myodes sp.	6-Jul-23	"Indian Point, north of LeConte Bay"	56.756396	-132.52938	female	yes	KU_2
FN2587_2	SEAK	Myodes	Myodes sp.	6-Jul-23	"Indian Point, north of LeConte Bay"	56.756396	-132.52938	female	yes	KU_2
FN2594	SEAK	Myodes rutilus	rutilus	7-Jul-23	"Indian Point, north of LeConte Bay"	56.75606	-132.53043	female	yes	KU_2
FN2595	SEAK	Myodes rutilus	rutilus	7-Jul-23	"Indian Point, north of LeConte Bay"	56.753001	-132.52716	male	NA	KU_2
